id,title_english,title_original,director,country,winner,festival,year_festival,link_film,link_director,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,InternetMovieDatabaseRating,RottenTomatoesRating,MetacriticRating,Error,totalSeasons,Ratings
3663,"Tell Me That You Love Me, Junie Moon",N/A,Otto Preminger,N/A,0,cannes,1970,"https://en.wikipedia.org/wiki/Tell_Me_That_You_Love_Me,_Junie_Moon",https://en.wikipedia.org/wiki/Otto_Preminger,"Tell Me That You Love Me, Junie Moon",1970,PG,11 May 1970,113 min,"Comedy, Drama, Romance",Otto Preminger,"Marjorie Kellogg (novel), Marjorie Kellogg (screenplay)","Wayne Tippit, Guy Sorel, Clarice Taylor, Liza Minnelli","Junie Moon's face has been disfigured by ill-gotten burns, and depends on her friends and her with to cope. She, Warren, and Arthur leave the hospital - they yearn for independence - and find a house to live in. Together they stumble into adventures involving the local fish vendor, nosy neighbors, surreptitious vacations, love, and frustration in finding jobs as they face subtle prejudices in their community, and their own particular medical problems.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BOTM3ZDcwOTItYzNjZS00NmY5LWFmNjQtZDdhZmI3ODMyNWJkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,N/A,6.1,660,tt0066445,movie,16 Aug 2016,N/A,Paramount Pictures,N/A,True,6.1/10,22%,N/A,,,
3664,The Things of Life,Les Choses de la vie,Claude Sautet,N/A,0,cannes,1970,https://en.wikipedia.org/wiki/The_Things_of_Life,https://en.wikipedia.org/wiki/Claude_Sautet,The Things of Life,1970,GP,13 Mar 1970,89 min,"Drama, Romance",Claude Sautet,"Sandro Continenza (dialogue: Italian version), Jean-Loup Dabadie (adaptation), Paul Guimard (novel), Paul Guimard (screenplay), Claude Sautet (adaptation)","Michel Piccoli, Romy Schneider, Gérard Lartigau, Jean Bouise","Pierre, a successful engineer in building highways has a traffic accident. Being seriously wounded, he is lying waiting for death and remembering his past in flashbacks.",French,"Switzerland, France, Italy",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYmYyNjI4MjgtZDg3OC00OGU2LTkxZDctOTkzMTZiNjc2ZTkxXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,N/A,7.6,"3,465",tt0064165,movie,30 Aug 1990,N/A,Columbia Pictures,N/A,True,7.6/10,N/A,N/A,,,
3665,Tulips of Haarlem,I tulipani di Haarlem,Franco Brusati,N/A,0,cannes,1970,https://en.wikipedia.org/wiki/Tulips_of_Haarlem,https://en.wikipedia.org/wiki/Franco_Brusati,Tulips of Haarlem,1970,N/A,13 Aug 1970,102 min,Drama,Franco Brusati,"Sergio Bazzini, Franco Brusati","Carole André, Frank Grimes, Gianni Garko, Gianni Giuliano",N/A,Italian,"Italy, France",1 nomination.,https://m.media-amazon.com/images/M/MV5BZTgxNzNhNjMtMzE4OC00NzQ4LWI3YjUtNmU5MzY5OTU2OGVkXkEyXkFqcGdeQXVyMTAxMDQ0ODk@._V1_SX300.jpg,N/A,7.2,17,tt0211077,movie,N/A,N/A,N/A,N/A,True,7.2/10,N/A,N/A,,,
3666,Apokal,N/A,Paul Anczykowski,N/A,0,cannes,1971,https://en.wikipedia.org/wiki/Apokal,https://en.wikipedia.org/w/index.php?title=Paul_Anczykowski&action=edit&redlink=1,Apokal,1971,N/A,02 Jun 1972,86 min,Drama,Paul Anczykowski,Paul Anczykowski,"Christoph Nel, Rotraut de Nève, Heinrich Clasing, Dorit Amann",N/A,German,West Germany,1 nomination.,N/A,N/A,N/A,N/A,tt0266255,movie,N/A,N/A,N/A,N/A,True,N/A,N/A,N/A,,,
3667,Between Miracles,Per grazia ricevuta,Nino Manfredi,N/A,0,cannes,1971,https://en.wikipedia.org/wiki/Between_Miracles,https://en.wikipedia.org/wiki/Nino_Manfredi,Between Miracles,1971,N/A,24 Mar 1971,122 min,Comedy,Nino Manfredi,"Leonardo Benvenuti (dialogue), Piero De Bernardi (dialogue), Luigi Magni (dialogue), Nino Manfredi (screenplay), Nino Manfredi (story)","Nino Manfredi, Lionel Stander, Delia Boccardo, Paola Borboni","Benedetto is a child who came out of an accident uninjured on his first communion's day. The people of his village attribute that to a miracle and made him undergo a strict religious upbringing. That fact will determine his life, which will be affected by inner torment caused by the confrontation between sexual desires and sacrifices of faith, sin and grace.",Italian,Italy,6 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BNDI1NmRiZTAtNjkzYy00YTQ1LThlM2ItYjA2NjdlMzFkYmU1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,N/A,7.2,357,tt0067565,movie,N/A,N/A,N/A,N/A,True,7.2/10,N/A,N/A,,,
3668,The Boat on the Grass,Le Bateau sur l'herbe,Gérard Brach,N/A,0,cannes,1971,https://en.wikipedia.org/wiki/The_Boat_on_the_Grass,https://en.wikipedia.org/wiki/G%C3%A9rard_Brach,The Boat on the Grass,1971,N/A,16 Apr 1971,90 min,Drama,Gérard Brach,"Gérard Brach, Roman Polanski, Suzanne Schiffman","Claude Jade, Jean-Pierre Cassel, John McEnery, Valentina Cortese",Trotz ihrer sozialen Differenzen sind der arme David und der reiche Olivier die besten Freunde. David hat in Oliviers Pariser Appartement die junge Eleanore untergebracht. Als Olivier sie ...,French,France,1 nomination.,https://m.media-amazon.com/images/M/MV5BNDY3NjU3MzEtMGMxNC00ZjkwLTkzZGEtNDQzZGQ4ZDcwYzVlXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,N/A,5.0,250,tt0065454,movie,N/A,N/A,N/A,N/A,True,5.0/10,N/A,N/A,,,
3669,La califfa,N/A,Alberto Bevilacqua,N/A,0,cannes,1971,https://en.wikipedia.org/wiki/La_califfa,https://en.wikipedia.org/wiki/Alberto_Bevilacqua,La califfa,1970,N/A,09 Nov 1971,112 min,Drama,Alberto Bevilacqua,"Alberto Bevilacqua (novel), Alberto Bevilacqua (screenplay)","Romy Schneider, Ugo Tognazzi, Massimo Farinelli, Marina Berti","As strikes upset Italy, the Califfa's husband is killed and she becomes a passionate militant of the strikers. She opposes the factory manager Doverdo who used to be himself a worker.",Italian,"France, Italy",4 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNGE1ZjZlMzEtYjMxNS00ZWVjLWE1YmQtY2YzNTQzYjZhOGFjXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,N/A,5.8,200,tt0065516,movie,N/A,N/A,N/A,N/A,True,5.8/10,N/A,N/A,,,
3670,Death in Venice,Morte a Venezia,Luchino Visconti,N/A,0,cannes,1971,https://en.wikipedia.org/wiki/Death_in_Venice_(film),https://en.wikipedia.org/wiki/Luchino_Visconti,Death in Venice,1971,GP,05 Mar 1971,130 min,Drama,Luchino Visconti,"Thomas Mann (novel), Luchino Visconti (screenplay), Nicola Badalucco (screenplay)","Dirk Bogarde, Romolo Valli, Mark Burns, Nora Ricci","In this adaptation of the Thomas Mann novel, avant-garde composer Gustave Aschenbach (loosely based on Gustav Mahler) travels to a Venetian seaside resort in search of repose after a period of artistic and personal stress. But he finds no peace there, for he soon develops a troubling attraction to an adolescent boy, Tadzio, on vacation with his family. The boy embodies an ideal of beauty that Aschenbach has long sought and he becomes infatuated. However, the onset of a deadly pestilence threatens them both physically and represents the corruption that compromises and threatens all ideals.","English, Italian, Polish, French, Russian, German","Italy, France",Nominated for 1 Oscar. Another 18 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMjEyNjIzYTItZjU2Ni00MjY4LTg0ZTgtMDZiODIwN2UxOWYxXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,N/A,7.4,"17,301",tt0067445,movie,17 Feb 2004,N/A,WARNER BROTHERS PICTURES,N/A,True,7.4/10,67%,N/A,,,
3671,"Drive, He Said",N/A,Jack Nicholson,N/A,0,cannes,1971,"https://en.wikipedia.org/wiki/Drive,_He_Said",https://en.wikipedia.org/wiki/Jack_Nicholson,"Drive, He Said",1971,R,28 May 1971,95 min,"Comedy, Drama, Sport",Jack Nicholson,"Jeremy Larner (screenplay), Jack Nicholson (screenplay), Jeremy Larner (novel)","William Tepper, Karen Black, Michael Margotta, Bruce Dern","Hector is a star basketball player for the College basketball team he plays for, the Leopards. His girlfriend, Olive, doesn't know whether to stay with him or leave him. And his friend, Gabriel, who may have dropped out from school and become a protestor, wants desperately not to get drafted for Vietnam.",English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNWE5NTYyY2ItODRlMy00YzVhLWFhZTYtZjNmOGZmMDZmMzE3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,5.9,"1,237",tt0068509,movie,13 Feb 2012,N/A,Columbia Pictures,N/A,True,5.9/10,62%,N/A,,,
3672,Family Life,Życie rodzinne,Krzysztof Zanussi,N/A,0,cannes,1971,https://en.wikipedia.org/wiki/Family_Life_(1971_Polish_film),https://en.wikipedia.org/wiki/Krzysztof_Zanussi,Family Life,1971,Not Rated,18 Feb 1972,108 min,Drama,Ken Loach,"David Mercer (play), David Mercer (screenplay)","Sandy Ratcliff, Bill Dean, Grace Cave, Malcolm Tierney",A 19 years old London girl received agressive psychiatric treatments for her schizophrenic behaviour by a doctor who still wants her family to insure the guard of the child without any regards to the facts that it is this family who's agravating her situation.,English,UK,6 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTgzMzUyMzIyOV5BMl5BanBnXkFtZTcwOTAwNjEyMQ@@._V1_SX300.jpg,N/A,7.7,"1,331",tt0068569,movie,N/A,N/A,Cinema 5 Distributing,N/A,True,7.7/10,N/A,N/A,,,
3673,The Flight,Beg,"Aleksandr Alov, Vladimir Naumov",N/A,0,cannes,1971,https://en.wikipedia.org/wiki/The_Flight_(1970_film),https://en.wikipedia.org/wiki/Aleksandr_Alov https://en.wikipedia.org/wiki/Vladimir_Naumov,Beg,1971,N/A,14 Jan 1971,196 min,"Drama, History, War","Aleksandr Alov, Vladimir Naumov","Aleksandr Alov, Mikhail A. Bulgakov (books), Vladimir Naumov","Lyudmila Saveleva, Aleksey Batalov, Mikhail Ulyanov, Tatyana Tkach","The defeat of the ""White Army"" in the Russian Civil War of 1918-21, causing massive emigration of the upper classes and nobility, called ""White Russians"". Set in Crimea, Constantinopol and ...",Russian,Soviet Union,1 nomination.,https://m.media-amazon.com/images/M/MV5BN2EzNDk3M2MtODE0Ni00YjEzLTllOWEtYTc0ZGRkYzIwNTY2XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,N/A,8.1,741,tt0065457,movie,N/A,N/A,N/A,N/A,True,8.1/10,N/A,N/A,,,
3674,The Go-Between,N/A,Joseph Losey,N/A,1,cannes,1971,https://en.wikipedia.org/wiki/The_Go-Between_(1971_film),https://en.wikipedia.org/wiki/Joseph_Losey,The Go-Between,1971,GP,29 Jul 1971,116 min,"Drama, Romance",Joseph Losey,"Harold Pinter (screenplay), L.P. Hartley (based on the novel: ""The Go-Between"" by)","Julie Christie, Alan Bates, Dominic Guard, Margaret Leighton","Summer 1900: Queen Victoria's last and the summer Leo turns 13. He's the guest of Marcus, a wealthy classmate, at a grand home in rural Norfolk. Leo is befriended by Marian, Marcus's twenty-something sister, a beauty about to be engaged to Hugh, a viscount and good fellow. Marian buys Leo a forest-green suit, takes him on walks, and asks him to carry messages to and from their neighbor, Ted Burgess, a bit of a rake. Leo is soon dissembling, realizes he's betraying Hugh, but continues as the go-between nonetheless, asking adults naive questions about the attractions of men and women. Can an affair between neighbors stay secret for long? And how does innocence end?",English,UK,Nominated for 1 Oscar. Another 9 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BMTc3Nzg5ODkyN15BMl5BanBnXkFtZTgwMTA2NjYwMTE@._V1_SX300.jpg,N/A,7.3,"4,460",tt0067144,movie,20 Feb 1996,N/A,Columbia Pictures,N/A,True,7.3/10,100%,N/A,,,
3675,"Goya, a Story of Solitude","Goya, historia de una soledad",Nino Quevedo,N/A,0,cannes,1971,"https://en.wikipedia.org/wiki/Goya,_a_Story_of_Solitude",https://en.wikipedia.org/wiki/Nino_Quevedo,"Goya, historia de una soledad",1971,N/A,25 Jan 1971,110 min,"Biography, Drama",Nino Quevedo,"Juan Cesarabea (screenplay), Juan Cesarabea (story), Alfonso Grosso (dialogue), Nino Quevedo (screenplay), Nino Quevedo (story)","Francisco Rabal, Irina Demick, Jacques Perrin, José María Prada",N/A,Spanish,Spain,2 wins & 1 nomination.,N/A,N/A,4.6,8,tt0065792,movie,N/A,N/A,N/A,N/A,True,4.6/10,N/A,N/A,,,
3676,Joe Hill,N/A,Bo Widerberg,N/A,0,cannes,1971,https://en.wikipedia.org/wiki/Joe_Hill_(film),https://en.wikipedia.org/wiki/Bo_Widerberg,Joe Hill,1971,GP,25 Aug 1971,114 min,"Biography, Drama, History",Bo Widerberg,"Bo Widerberg, Richard Weber (additional dialogue), Steve Hopkins (additional dialogue)","Thommy Berggren, Anja Schmidt, Kelvin Malave, Evert Anderson","In the early 1900's, the legendary Joe Hill emigrates with his brother to the United States. But after a short time, he loses touch with his brother. Joe gets a few jobs but is struck by all the injustice and tragedy going on. He becomes active in the forbidden union IWW, a union for workers without trades. It is forbidden to demonstrate and to speak in public but Joe gets around that by singing his manifests with the Salvation Army. He manages to get more and more people to get on strike with him but he also makes powerful enemies doing that. Finally he gets connected with a murder and during the trial he fires his lawyer and takes upon himself to become his own defender.","English, Swedish, Italian","Sweden, USA",1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BODgwNDYzOTktNzI2Zi00NWNkLWJjOTYtMzk0YTFkMjZhOTY1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,N/A,7.4,695,tt0067276,movie,N/A,N/A,Paramount Pictures,N/A,True,7.4/10,N/A,N/A,,,
3677,Johnny Got His Gun,N/A,Dalton Trumbo,N/A,0,cannes,1971,https://en.wikipedia.org/wiki/Johnny_Got_His_Gun_(film),https://en.wikipedia.org/wiki/Dalton_Trumbo,Johnny Got His Gun,1971,R,04 Aug 1971,111 min,"Drama, War",Dalton Trumbo,"Dalton Trumbo (novel), Dalton Trumbo (screenplay)","Timothy Bottoms, Kathy Fields, Marsha Hunt, Jason Robards","Joe, a young American soldier, is hit by a mortar shell on the last day of World War I. He lies in a hospital bed in a fate worse than death - a quadruple amputee who has lost his arms, legs, eyes, ears, mouth and nose. He remains conscious and able to think, thereby reliving his life through strange dreams and memories, unable to distinguish whether he is awake or dreaming. He remains frustrated by his situation, until one day when Joe discovers a unique way to communicate with his caregivers.",English,USA,Nominated for 1 Golden Globe. Another 3 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNjg5ODM0OTY1N15BMl5BanBnXkFtZTgwOTUzNDE3MjE@._V1_SX300.jpg,71,7.9,"14,594",tt0067277,movie,12 May 2009,N/A,Cinemation,N/A,True,7.9/10,67%,71/100,,,
3678,Loot,N/A,Silvio Narizzano,N/A,0,cannes,1971,https://en.wikipedia.org/wiki/Loot_(1970_film),https://en.wikipedia.org/wiki/Silvio_Narizzano,Loot,1970,R,31 Dec 1970,101 min,"Comedy, Crime",Silvio Narizzano,"Ray Galton (screenplay), Alan Simpson (screenplay), Joe Orton (play)","Richard Attenborough, Lee Remick, Hywel Bennett, Milo O'Shea","Based on the play by Joe Orton, this film follows the adventures of two pals who have pulled off a bank robbery and have to hide the loot. Fortunately one of them works in a funeral parlor and they have a coffin to spare. Then there's the gold-digger nurse and the gonad-grabber detective and a host of other wonderful characters.",English,UK,1 nomination.,https://m.media-amazon.com/images/M/MV5BMzRmZGYxZGUtNDNjMS00YzU3LWEwOTItNThiMTJmMTVlMTNiXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,N/A,5.5,400,tt0066002,movie,28 Sep 1999,N/A,N/A,N/A,True,5.5/10,N/A,N/A,,,
3679,Love,Szerelem,Károly Makk,N/A,0,cannes,1971,https://en.wikipedia.org/wiki/Love_(1971_film),https://en.wikipedia.org/wiki/K%C3%A1roly_Makk,Love,1971,N/A,22 Mar 1973,88 min,Drama,Károly Makk,"Péter Bacsó, Tibor Déry (novel)","Lili Darvas, Mari Töröcsik, Iván Darvas, Erzsi Orsolya","Luca regularly visits her bedridden mother-in-law. Luca's husband, János, has been arrested on a trumped up political charge, and Luca does not know if he is still alive. Luca hides this from his mother by making up letters purporting to be from János who is directing a big film in New York. Luca discovers that János is alive, and is dismissed from her teaching job because of her husband. The dying mother anxiously awaits the return of her son from New York.","Hungarian, German",Hungary,3 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTk5NDEzNzI1Ml5BMl5BanBnXkFtZTcwMzgyMjEzMQ@@._V1_SX300.jpg,N/A,8.1,"1,389",tt0067814,movie,N/A,N/A,Hungarofilm,N/A,True,8.1/10,N/A,N/A,,,
3680,The Married Couple of the Year Two,Les mariés de l'an II,Jean-Paul Rappeneau,N/A,0,cannes,1971,https://en.wikipedia.org/wiki/The_Married_Couple_of_the_Year_Two,https://en.wikipedia.org/wiki/Jean-Paul_Rappeneau,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Movie not found!,,
3681,Mira,N/A,Fons Rademakers,N/A,0,cannes,1971,https://en.wikipedia.org/wiki/Mira_(film),https://en.wikipedia.org/wiki/Fons_Rademakers,Mira,1971,N/A,04 Mar 1971,95 min,Drama,Fons Rademakers,"Hugo Claus, Magda Reypens, Stijn Streuvels (novel)","Willeke van Ammelrooy, Jan Decleir, Carlos van Lanckere, Luc Ponette",The story of a small and conservative West-Flemish village opposing the construction of a bridge over the Scheldt.,Dutch,"Belgium, Netherlands",1 nomination.,https://m.media-amazon.com/images/M/MV5BNjI0MzI3OTUxNF5BMl5BanBnXkFtZTcwNjUxMjA0MQ@@._V1_SX300.jpg,N/A,6.6,262,tt0067436,movie,N/A,N/A,N/A,N/A,True,6.6/10,N/A,N/A,,,
3682,Murmur of the Heart,Le souffle au cœur,Louis Malle,N/A,0,cannes,1971,https://en.wikipedia.org/wiki/Murmur_of_the_Heart,https://en.wikipedia.org/wiki/Louis_Malle,Murmur of the Heart,1971,R,17 Oct 1971,118 min,"Comedy, Drama",Louis Malle,Louis Malle,"Lea Massari, Benoît Ferreux, Daniel Gélin, Michael Lonsdale","This is a jolly coming-of-age story about a 14-year-old boy named Laurent Chevalier who is growing up in bourgeois surroundings in Dijon, France. This is France in the mid-1950s rather than America in the 1990s. Thus, Laurent is unharmed by events which would irreparably shatter the self-esteem of a modern American adolescent: he gets drunk, he smokes, he has sex, he is smothered by his mother, he is ignored by his father, a priest makes a pass at him, he gets rheumatoid fever, etc. There's enough scandalous behavior in this film to make 100 made-for-TV movies, and yet this is a very happy and oddly innocent tale.","French, Italian","France, Italy, West Germany",Nominated for 1 Oscar. Another 2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYTk4YjhmNGMtOTZkYi00MjNmLThmZGItMGYyNDljNTdhNDA1XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,N/A,7.7,"8,116",tt0067778,movie,28 Mar 2006,N/A,Palomar Pictures International,N/A,True,7.7/10,92%,N/A,,,
3683,The Panic in Needle Park,N/A,Jerry Schatzberg,N/A,0,cannes,1971,https://en.wikipedia.org/wiki/The_Panic_in_Needle_Park,https://en.wikipedia.org/wiki/Jerry_Schatzberg,The Panic in Needle Park,1971,PG,01 Jun 1971,110 min,Drama,Jerry Schatzberg,"James Mills (book), Joan Didion (screenplay), John Gregory Dunne (screenplay)","Al Pacino, Kitty Winn, Alan Vint, Richard Bright","This movie is a stark portrayal of life among a group of heroin addicts who hang out in ""Needle Park"" in New York City. Played against this setting is a low-key love story between Bobby, a young addict and small-time hustler, and Helen, a homeless girl who finds in her relationship with Bobby the stability she craves. She becomes addicted too, and life goes downhill for them both as their addiction deepens, eventually leading to a series of betrayals. But, in spite of it all, the relationship between Bobby and Helen endures.",English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZTFkYTRmNGYtZDU3OS00NTQ5LTg3YTktYzI5MjI5YmUxYjAxXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,74,7.1,"14,912",tt0067549,movie,19 Jun 2007,N/A,20th Century Fox Film Corporation,N/A,True,7.1/10,85%,74/100,,,
3684,Pindorama,N/A,Arnaldo Jabor,N/A,0,cannes,1971,https://en.wikipedia.org/wiki/Pindorama_(film),https://en.wikipedia.org/wiki/Arnaldo_Jabor,Pindorama,1970,N/A,N/A,95 min,N/A,Arnaldo Jabor,"Antônio Calmon, Arnaldo Jabor (idea and script), Arnaldo Jabor","Maurício do Valle, Ítala Nandi, Jesus Pingo, Hugo Carvana","In the Sixteenth Century, in Brazil, the founder of Pindorama realizes that nobody works in the anarchic village. When the king arrives in town, there is a fight for power among the governor and politicians while the alienated people composed of Caucasians, Blacks, and Indians follow their leaders without any political awareness.",Portuguese,Brazil,1 nomination.,N/A,N/A,5.6,38,tt0186448,movie,N/A,N/A,Columbia Pictures of Brasil,N/A,True,5.6/10,N/A,N/A,,,
3685,"Raphael, or The Debauched One",Raphaël ou le débauché,Michel Deville,N/A,0,cannes,1971,"https://en.wikipedia.org/wiki/Raphael,_or_The_Debauched_One",https://en.wikipedia.org/wiki/Michel_Deville,Raphaël ou le débauché,1971,N/A,02 Apr 1971,100 min,Drama,Michel Deville,Nina Companeez (scenario),"Maurice Ronet, Françoise Fabian, Jean Vilar, Brigitte Fossey","1830, somewhere in France. Aurore is a young, beautiful and virtuous widow. She meets Raphael, a man of leisure, a debauchee. Raphael is obsessed by the death, and wait for it by chasing women and drinking. He first tries to seduce her, but is impressed by her and gives up. But Aurore felt in love with him, and tries not to look as inacessible. A romantic drama, with dispair, cynism, disgust for life and love.",French,France,1 nomination.,https://m.media-amazon.com/images/M/MV5BNWU2MDhhMTAtMGE2NS00OWY1LTgzN2EtZGMzM2QwMDVkMmE4XkEyXkFqcGdeQXVyNjM3MDIwNjc@._V1_SX300.jpg,N/A,7.3,315,tt0067652,movie,N/A,N/A,N/A,N/A,True,7.3/10,N/A,N/A,,,
3686,Sacco e Vanzetti,N/A,Giuliano Montaldo,N/A,0,cannes,1971,https://en.wikipedia.org/wiki/Sacco_e_Vanzetti_(1971_film),https://en.wikipedia.org/wiki/Giuliano_Montaldo,N. a pris les dés...,1971,Not Rated,N/A,79 min,"Drama, Horror",Alain Robbe-Grillet,Alain Robbe-Grillet,"Catherine Jourdan, Pierre Zimmer, Richard Leduc, Lorraine Rainer","Long before there was any notion of ""remix culture,"" famed French writer Alain Robbe-Grillet created this radical re-imagining of his own feature EDEN AND AFTER (which no doubt to most ...",French,France,N/A,https://m.media-amazon.com/images/M/MV5BNTk3MWM5NmItYzFiYi00NDYxLWE3ODctNmNkODc1OGJjMTNlXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,N/A,6.3,181,tt0067469,movie,N/A,N/A,N/A,N/A,True,6.3/10,N/A,N/A,,,
3687,Sick Animals,Animale bolnave,Nicolae Breban,N/A,0,cannes,1971,https://en.wikipedia.org/wiki/Sick_Animals,https://en.wikipedia.org/wiki/Nicolae_Breban,Animale bolnave,1970,N/A,N/A,N/A,N/A,Nicolae Breban,Nicolae Breban,"Mircea Albulescu, Ion Dichiseanu, Emilia Dobrin, Dan Nutu",N/A,Romanian,Romania,1 nomination.,N/A,N/A,N/A,N/A,tt0141822,movie,N/A,N/A,N/A,N/A,True,N/A,N/A,N/A,,,
3688,A Soul to Devils,Yami no naka no chimimoryo,Kō Nakahira,N/A,0,cannes,1971,https://en.wikipedia.org/wiki/A_Soul_to_Devils,https://en.wikipedia.org/wiki/K%C5%8D_Nakahira,Yami no naka no chimimoryo,1971,N/A,19 Jun 1971,110 min,N/A,Kô Nakahira,"Shigetami Emoto (story), Kaneto Shindô (screenplay)","Akaji Maro, Hiroko Ôgi, Kazuko Inano, Eiji Okada",N/A,Japanese,Japan,1 nomination.,N/A,N/A,N/A,N/A,tt0165551,movie,N/A,N/A,N/A,N/A,True,N/A,N/A,N/A,,,
3689,Taking Off,N/A,Miloš Forman,N/A,0,cannes,1971,https://en.wikipedia.org/wiki/Taking_Off_(film),https://en.wikipedia.org/wiki/Milo%C5%A1_Forman,Taking Off,1971,R,28 Mar 1971,93 min,"Comedy, Drama, Music",Milos Forman,"Milos Forman, John Guare, Jean-Claude Carrière, John Klein","Lynn Carlin, Buck Henry, Georgia Engel, Tony Harvey","Unable to deal with her parents, Jeannie Tyne runs away from home. Larry and Lyne Tyne search for her, and in the process meet other people whose children ran away. With their children gone, the parents are now free to rediscover/enjoy life.",English,USA,Nominated for 6 BAFTA Film Awards. Another 2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BY2MyNjU3ZDctODk5Mi00ZmVmLTk2NzctMWQwZDVjOTJjODRmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,N/A,7.4,"3,593",tt0067820,movie,N/A,N/A,Universal Pictures,N/A,True,7.4/10,100%,N/A,,,
3690,Wake in Fright,N/A,Ted Kotcheff,N/A,0,cannes,1971,https://en.wikipedia.org/wiki/Wake_in_Fright,https://en.wikipedia.org/wiki/Ted_Kotcheff,Wake in Fright,1971,R,09 Oct 1971,109 min,"Drama, Thriller",Ted Kotcheff,"Evan Jones (screenplay), Kenneth Cook (based on the novel ""Wake in Fright"" by)","Donald Pleasence, Gary Bond, Chips Rafferty, Sylvia Kay","Wake in Fright is the story of John Grant, a bonded teacher who arrives in the rough outback mining town of Bundanyabba planning to stay overnight before catching the plane to Sydney. But his one night stretches to five and he plunges headlong toward his own destruction. When the alcohol-induced mist lifts, the educated John Grant is no more. Instead there is a self-loathing man in a desolate wasteland, dirty, red-eyed, sitting against a tree and looking at a rifle with one bullet left...",English,"UK, Australia, USA",1 nomination.,https://m.media-amazon.com/images/M/MV5BZTUzNGJkMTUtMTQxYi00MjAzLWIzMWQtOTE5NzBlZmNhNmQ5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,88,7.7,"8,996",tt0067541,movie,15 Jan 2013,"$27,624",Drafthouse Films,N/A,True,7.7/10,100%,88/100,,,
3691,Walkabout,N/A,Nicolas Roeg,N/A,0,cannes,1971,https://en.wikipedia.org/wiki/Walkabout_(film),https://en.wikipedia.org/wiki/Nicolas_Roeg,Walkabout,1971,GP,01 Jul 1971,100 min,"Adventure, Drama",Nicolas Roeg,"Edward Bond (screenplay), Donald G. Payne (novel)","Jenny Agutter, Luc Roeg, David Gulpilil, John Meillon","A privileged British family consisting of a mother, a geologist father and an adolescent daughter and son, live in Sydney, Australia. Out of circumstance, the siblings, not knowing exactly where they are, get stranded in the Outback by themselves while on a picnic. They only have with them the clothes on their backs - their school uniforms - some meagre rations of nonperishable food, a battery-powered transistor radio, the son's satchel primarily containing his toys, and a small piece of cloth they used as their picnic drop-cloth. While they walk through the Outback, sometimes looking as though near death, they come across an Australian boy who is on his walkabout, a rite of passage into manhood where he spends months on end on his own living off the land. Their largest problem is not being able to verbally communicate. The boy does help them to survive, but doesn't understand their need to return to civilization, which may or may not happen based on what the Australian boy ends up doing.","English, Aboriginal, Czech, French","UK, Australia",1 nomination.,https://m.media-amazon.com/images/M/MV5BMzI1ZjA3ZDAtYmQ4My00MzZhLWJmYjMtMzc5M2FlMDk2YzExXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,85,7.6,"21,470",tt0067959,movie,21 Apr 1998,N/A,20th Century Fox,N/A,True,7.6/10,84%,85/100,,,
